"";"full_text"
"12";"@ElensGuitart Para Feijoo es muy moderado hablar antes con el PNV que está en la demolición de España y en la supresión del delito de sedición que con VOX que acata la Constitución.

¿Es así esto?"
"13";"@Panik81 Indudablemente, la de sanidad. Para así acallar, la ignominia que Sánchez a hecho con la eliminación del delito de sedición.
Menuda canallada.
Vuestros principios son de lo más dudoso, por decir algo.
Que vergüenza!!!"
"14";"@_nadalgil @CarodRoboahora Pues le van a perdonar la PREVARICACION!! Leva a salir la mansión gratis total, como el delito de SEDICION con el indulto...."
"15";"""Insisto. Para mí la reforma del delito de sedición precisamente puede favorecer el que, en un momento dado, se pueda dar una extradición que no se dió en el pasado por culpa de este tipo anómalo que no existe en otros países"" Nadia Calviño. 

Obsessió màxima. @KRLS https://t.co/chLsqV6tJd"
"16";"<U+0001F92C><U+0001F92C>Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/4hpk4ymMQf"
"17";"@gpscongreso @sanchezcastejon @patxilopez @elprogramadear ...que no te engañen Sánchez y sus sociatas, el delito de sedición tiene penas muy altas en Europa https://t.co/ONKMenstE7"
"18";"@soloeva_eva Un  éxito total para el PSOE,  es la eliminación del delito de sedición, para poner España, de rodillas ante sus detractores. 
Vuestras tragaderas son un auténtica vergüenza!!!"
"19";"@laherpburn59 @TrisUlloa Mira... Te cuento lo que es corrupción, cambiar el código penal desterrando el delito de sedición para así beneficiar a algunos que tienen que apoyar al gobierno. Y dicho y hecho ante nuestras narices y sin que pase nada. Eso convierte a un país en bananero. Eso es corrupción."
"20";"@CarlosF66089689 @PilarGGranja Pues serviría para paralizar la actividad parlamentaria evitar que puedan reformar el delito de sedición antes de Navidades. Con lo cual, al ser enero un mes inhábil nos iríamos a febrero, mucho más cerca de las municipales para que les pese."
"21";"@pacomarhuenda Oye Pitxin, cometieron delito de sedición Tejero, Armada y el Borbón?"
"22";"<U+0001F49A><U+0001F4AA><U+0001F1EA><U+0001F1F8>VOX solicita a la Mesa del Congreso que rechace la iniciativa para rebajar el delito de sedición, y acudirá al Constitucional, si se mantiene la tramitación
#PrimeroEspaña https://t.co/t8fCkuugVP"
"23";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España. https://t.co/mwbFBsOBYp"
"24";"@gerclouds Pues la reforma a la sedición tengo mis serias dudas. No porque crea que el delito original deba mantenerse, si no que va a resultar en un golazo a la movilización social. Venían a quitar la Ley Mordazq y puede resultar en algo mucho peor."
"25";"#CódigoPenal | El Gobierno aprovecha su momento político para reconciliarse con ERC y afianzar la coalición pensando en las elecciones de 2023. Sánchez se siente cómodo con la versión más radical del PP
https://t.co/7sQVz9JjsB"
"26";"@AntonioMaestre La reforma del delito de sedición es un escándalo porque es arrodillar a la justicia ante los políticos corruptos que nos gobiernan

Si fueras demócrata lo entenderías

Pero una<U+0001F400>fasciSSta bolche de<U+0001F4A9>no llega a tanto, se limita a<U+0001F445>las<U+26BD><U+26BD>a su amo, al gobierno<U+0001F92E> que le da de comer"
"27";"@RABAGOISABEL La eliminación del delito de sedición está pensado para que los ""nenes"" jueguen a declararse independientes cuando lo estimen oportuno. Dinero no va a faltar y chulería tampoco.<U+0001F911><U+0001F911><U+0001F61C><U+0001F973>"
"28";"@PSOE @sanchezcastejon @HoyPorHoy Son reos de sedición los que, sin estar comprendidos en el delito de rebelión, se alcen pública y tumultuariamente para impedir, por la fuerza o fuera de las vías legales, la aplicación de las Leyes o a cualquier autoridad <U+2B07><U+FE0F>"
"29";"<U+0001F525>Saltan las chispas entre la oposición y el Gobierno con la ""modificación"" del delito de sedición...   
@paloma_guardia 

<U+0001F449>En directo en https://t.co/SQdytt5xg0 https://t.co/yOI1kLP8rA"
"30";"@_Nikator_ Es muy lamentable, y lo peor es que lo hacen mintiendo flagrantemente pues el delito de sedición existe en otros países de Europa (de la malversación ni hablo…)"
"31";"@VVzquez @JosudeMiguel1 4- ir “de la ley a la ley”, crear una nueva estructura legal iliberal y consumar así lo que tradicionalmente se lograba con el clásico golpe. Ante esta amenaza in se  nuestro Código Penal estaba muy mal equipado...&gt;&gt; (R.Tena Arregui,)
https://t.co/pOJ2iY4cKD"
"32";"TRAIDORES: Calviño #psoe reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/GdDUeIYJqa"
"33";"@QuiqueGBrt @pimientoman Que va, no juzgais con perspectiva, copia esto para que cuando pase, por delito de sedición no se podía extraditar a los exiliados por no ser homologable en europa, con el nuevo delito si se puede, ha sido una jugada maestra contra los exiliados."
"34";"A vosotros os interesa lo del delito de sedición o sois normales?"
"35";"@eclementen Falacia del falso dilema de manual. Hasta ahora había visto sacar el espantajo de que se acaba la sanidad para justificar el expolio vía impuestos, pero reconozco que no me esperaba que se usara también para justificar la eliminación del delito de sedición."
"36";"@AnguitaOmar @patxilopez Lo que es verdaderamente impresentable es engañar a los españoles: TRES DIAS  antes de la abolición del delito de sedición, el Sr @patxilopez le decía a Alsina en directo que de eso de abolir la sedición no había nada. Embustero, trilero e impresentable es poco"
"37";"@ATopeFeliz Hicieron está pantomima para desviar la atención de la supresión del delito de sedición, ahora con la supresión de malversación ya estarán preparando otra manifa para volver a desviar la atención."
"38";"@AntonioRNaranjo <U+0001F44F><U+0001F44F>por lo que has dicho en @ElCascabelTRECE sobre muchos diputados socialistas que seguro no están de acuerdo con rebajar el delito de sedición.
Sería fundamental que en el Congreso decisiones importantes se votasen de forma anónima seguro que cambiaban las cosa"
"39";"Aprovechando la eliminación del delito de sedición Sánchez eliminará también los terremotos en Cataluña, pasarán a llamarse vibraciones del terreno agravadas https://t.co/AScaxhcZlS"
"40";"Mirad a mi lo de DON PSOE y el delito de sedición me suda 4 cojones. 

Creo en el Estado como el que cree en Mery Poppins o el conejo de pascua.

Estáis mu pesaos, sabed que España no existe, ni ha existido nunca, es un trozo de terreno organizado para follaros a impuestos."
"41";"Moncloa abre la puerta a modificar también el delito de malversación junto al de sedición https://t.co/VHCqw5yC4y"
"42";"Como vosotros, dale que te pego con la sanidad de Madrid, para dejar pasar y despistar al personal, y evitar que se hable de la canallada de Sánchez con la eliminación del delito de sedición, y poner a este país, de rodillas ante el independentismo.
Que vergüenza. https://t.co/NhrTJ12yDO"
"43";"@Lanoche_24h @iugonzvega Recuerdo que en el bus, tren y metro, la gente solo hablaba del delito de sedición, y de la necesidad de equipararlo a los demás países de ahí la urgencia .
Vaya banda"
"44";"@Ashlerdoubtall El concepto de estafa según del código penal  (hasta que lo cambien como el de sedición y malversación)
""Delito que comete el que, con ánimo de lucro, utiliza engaño bastante para producir error en otro, induciéndolo a realizar un acto de disposición en perjuicio propio o ajeno."""
"45";"@RosaVillacastin Vosotros dale que te pego con la sanidad de Madrid, para dejar pasar y despistar al personal, y evitar que se hable de la canallada de Sánchez con la eliminación del delito de sedición, y poner a este país, de rodillas ante el independentismo.
No tenéis principios. Es repugnante"
"46";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/tD2ZjI0KeD"
"47";"@maitepagaza Mientras en Madrid me sigan dando cita para mi médico de familia para dentro de un mes y para el especialista para dentro de meses, sencillamente, me la sopla el delito de sedición."
"48";"Gráfico(PENAS ACTUALES) de los países de la UE,con las q según el MENTIROSO Sánchez,quiere equiparar el delito de sedición,como ven es OTRA de las mentiras del IMPOSTOR.

ELECCIONES URGENTES 

BASTA YA DE MENTIRAS Y MANIPULACION https://t.co/0EXm45nsbt"
"49";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/qyQvGtKbMn"
"50";"Eliminar el delito de sedición a arreglado la vida a 0 catalanes corrientes."
"51";"Que listos sois, vosotros dale que te pego con la sanidad de Madrid, para dejar pasar y despistar al personal, y evitar que se hable de la callada de Sánchez con la eliminación del delito de sedición, y poner a este país, de rodillas ante el independentismo.
No tenéis principios https://t.co/4spqkhqzIP"
"52";"Dice la señora #isabelRodriguez , que eliminar el delito de sedición,  mejora la convivencia de los catalanes,tócate los cuyons,  y que lo han hecho  por medios legales, faltaría más, y que han reconducido a los catalanes, no puedo escuchar más a esta señora, lo siento"
"53";"@Eununsei @NunezFeijoo @JuanMa_Moreno @alferma1 @AlfonsoRuedaGal @IdiazAyuso @cucagamarra @populares @CiudadanosCs @PSOE Hay españoles que pensamos que la actuación de Sánchez es aberrante y vergonzosa con el servilismo de degradar el delito de sedición como traje a medida a los independentistas que declararon la declaración unilateral de independencia … y pronto lo@mismo con malversación"
"54";"@ManuelBenitezP5 @pablom_m Y va a  cambiarl a ley contra el delito de sedición   por la puerta para favorecer a sus socios golpistas...."
"55";"@javimont5 Malversar lo han hecho todos y no hay q cambiarlo, pk se lo hayan llevado caliente o para 1 estructura clientelar para ganar elecciones, ha salido de los fondos dl Estado, q no dl Gobierno

Mucho peor es la derogación dl delito d sedición, pk es 1 delito directo contra el Estado."
"56";"@AntonioMaestre y de la modificación del delito de sedición no hablas?"
"57";"Y por eso os saltáis el informe del CGPJ y del Consejo de Estado por que ya os han dado suficiente información en ""privado"".
https://t.co/bK2gxfoKQU https://t.co/bKWtHWjtCh"
"58";"Y esos magistrados del TS también os han dicho k las penas para el delito de malversación son muy altas y hay que rebajarlas ¿no? Que los + beneficiados con la reforma del delito de sedición y la rebaja de las penas por malversación sean los independentistas es pura coincidencia. https://t.co/5bK3uE1NvJ"
"59";"@pimientoman Con la reforma del delito de sedición se pretende matar dos  pájaros de un tiro: negociar con el independentismo y exculpar de alguna manera a Chaves y Griñán. 

Impunidad penal para la clase política, se llama."
"60";"Delito de sedición. Lo paso. Quien no quiere estar conmigo. També con ells. Ningún problem. Una otra cosa es la malversació  @sanchezcastejon"
"61";"Mientras tanto, Gobierno y medios nos siguen distrayendo con la modificación del delito de sedición. Menudo canteo."
"62";"El magistrado Ignacio González Vega analiza en #LaNoche24h la reforma del delito de sedición

<U+25B6>https://t.co/0Ix6dDs3KF https://t.co/t7GRR5XBrL"
"63";"Ignacio González Vega (@iugonzvega), magistrado:

""El delito de sedición español no tiene parangón en Europa. Los ejemplos que se dan de otros países se refieren a delitos en los que hay violencia insurreccional""

#LaNoche24h
<U+25B6>https://t.co/KvgtvoBNbh https://t.co/6plnA7YePr"
"64";"#lanoche24h El delito de sedición debería ser ampliado a los que secuestran el CGPJ de forma anticonstitucionalista."
"65";"La portavoz del Gobierno dice que la reforma del Código Penal ""va en la dirección de modificar el delito de sedición"" y no aborda la reforma de la malversación https://t.co/J6W6qNuKqu"
"66";"#LaNoche24h
Después de la sentencia del Tribunal Supremo sobre el procés hablar de la jurisprudencia del Tribunal Supremo sobre el delito de sedición es de coña. En el Tribunal Supremo deben estar hasta las pelotas de dictar sentencias y que el señor Sánchez se las pase por ahí"
"67";"@__Dani__el Es lógico lo que dices y los socios de Sánchez lo saben. Saben que en unos meses no le serán útiles, por eso le presionan ahora con los delitos de sedición.
Cuando Sánchez tenga en el bolsillo el cambio en el delito de malversación, podemos ver un cambio drástico en el gobierno."
"68";"Que no es sedición, que no es malversación, que es traición a la patria ( conexion Rusa ).delito que si encaja en el ordenamiento Europeo ( extradicion).https://t.co/haiSWLZhSy"
"69";"@europapress Q no tiene nada que ver negociar el delito de sedición y de malversación con los pactos con  Cataluña por conseguir unos presupuesto y seguir en el poder?, me puede decir alguien en que beneficia está mentira a los españoles?, la justicia debería de ser independiente! Y no lo es!"
"70";"La supresión del #delito de #sedición y la #reforma pareja de la  #malversación pueden quedar aprobadas a mediados de diciembre 

 https://t.co/bsJ0TzUCtI"
"71";"@Pedro961962 @JorgeCalero1 En que el delito de sedición no existe en otros países. Ciertamente las penas son menores pero el hecho de impedir a los funcionarios o agentes el legítimo ejercicio de sus funciones está penado en esos países también"
"72";"@populares @NunezFeijoo Eso está muy bien, y ya de paso que tb se incorpore como delito el incumplir el mandato constitucional de renovar el CGPJ, que eso tb puede catalogarse como sedición."
"73";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/PPx8ldUH2e"
"74";"@J_Zaragoza_ Pero qué poca vergüenza tienes ¿criticas a los independentistas cuando tienes a tu amado líder quitando el delito de sedición y el de malversación para beneficiar a esos líderes del volveremos a hacerlo? 
Gracias por tus tuits que nos ayudan a no tener duda en votar a @populares"
"75";"ABOGADOS DEL ESTADO DE ESPAÑA, DEBEN DE DECLARAR TIPIFICACIÓN DE DELITO DE TRAICIÓN AL ESTADO DEL PERSONAJE QUE LO HACE Y DE LOS QUE INSCRIBEN LA DISMINUCIÓN DEL DELITO de SEDICIÓN Y MALVERSACIÓN PARA Q DELICUENTES CONTRA EL ESTADO SE RIÁN DE ESPAÑA. https://t.co/ANTu7DzvuL"
"76";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/DRKMwFs3TC"
"77";"La eliminación del delito de sedición y la posible reformas de él de malversacion no deja de ser esa annistia que exigen los socios del miserable que nos gobierna , los votantes sanchista volverán a tragar una nueva miseria de @sanchezcastejon .
EL PAÍS
https://t.co/LLDysQvCls"
"78";"El presidente provincial anuncia que se llevará a todos los plenos de la provincia una moción para que se pronuncien en contra de la reforma del delito de sedición anunciada por el Gobierno https://t.co/NUNFFZExWq"
"79";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España https://t.co/8XCFbhONCh"
"80";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/SZ2dh9dDEH"
"81";"Pero ello supondría demorar la tramitación parlamentaria de la derogación del delito de sedición y en ese caso «a Sánchez no le salen las cuentas» porque la iniciativa se debatiría en otro periodo de sesiones, ya en 2023, cerca de las elecciones municipales. https://t.co/XwrrRP8ftm"
"82";"Reforma del delito de sedición y del de malversación y #ayusodimision."
"83";"@WillyTolerdoo @HoyPorHoy Y, además de esos magistrados de cuyos nombres no quiere acordarse, también oyó a gente quejarse en el metro de por qué no reformaban de una vez el delito de sedición para equipararlo a otros países europeos..."
"84";"@pacomarhuenda Venga Paco, coño, no jodas! Primero, cuál es la fuente de la encuesta? Segundo, estás seguro que el delito de sedición nos importa tanto con la que está cayendo? Le importa a esa gente que duplica sus beneficios a costa de los ciudadanos a los que habéis preguntado!"
"85";"- Suprimir el delito de Sedición <U+2714>
- Reformar el de Malversación <U+2714>
Pedro Sánchez dormirá como un niño fuera de Moncloa. Será inimputable por su traición."
"86";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España https://t.co/rNlkr0kVy2"
"87";"NO PASA NADA!! Ya se encargara el PP de incluirlo cuando gobiernen!! Lo mismo que volveran a poner el delito de Sedición y si es posible CON MAS PENAS!!! https://t.co/s8FX5zckR6"
"88";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España: https://t.co/ssXwaFyO1z"
"89";"Calviño reconoce que la derogación del delito de sedición es para «que vuelva» Puigdemont a España https://t.co/mx6ZPi5E4B"
"90";"Dos magistrados del Constitucional, contra la actual pena del delito de sedición https://t.co/wB4qOLbqXj vía @el_pais"
"91";"@Santi_ABASCAL Abascal llevo tres días con mucho cabreo por lo del delito de sedición(aparte de muchas más cosas) y es que si la izqda has pensado tratar de rebañar el delito,la derecha en su conjunto unirse para que los (pensantes) traten de revertir lo que la izqda has pensado ,y dar una lecc"
"92";"La luz por las nubes, la gasolina disparatada, el IPC en máximos y las reformas que le preocupan a Sánchez son la del delito de sedición y de malversación para contentar a Junqueras.
Y aquí no pasa nada oye… https://t.co/D0opefdnvM"
"93";"@Apapell ¿y que pasa?, que a la sanidad catalana ni se la nombra y a los independentistas catalanes les modifican a la baja el delito de sedición..."
"94";"- Delito de Sedición <U+274C>
- Delito de Malversación <U+274C>
- ¿Y si Pedro Sánchez modifica el delito dd asesinato para tener contentos a sus socios de ETA?"
"95";"¿Qué, Felipe VI? ¿Para cuándo decir algo sobre la eliminación del delito de sedición?
¿No eras, según la Constitución, la garantía de unidad de la Nación Española?
@CasaReal"
"96";"No eran necesarios los indultos
La reforma de la sedición para asimilarla al delito de alta traición alemán, de 15 años a perpetua, se lo compro.
La malversación es pensando en Andalucía.
@sanchezcastejon es un impresentable <U+0001F62E><U+200D><U+0001F4A8> https://t.co/7FL4KGseFo"
"97";"P.D.: Todo era un plan, cuando te decían con Bildu no, con los independentistas no, vamos a endurecer el delito de sedición...Te mentían en tu cara y aún no han parado
https://t.co/iMw3JLohZ0"
"98";"Siempre he defendido nuestra monarquía, pero como a Felipe VI se le ocurra firmar la ley que elimina el delito de sedición, seré el republicano más convencido.
@CasaReal"
"99";"Sanchez si rebajas el delito de sedición a 5 años , Tejero cuelga el pincel y coge la pistola y no te comes el turron en la MONCLOA listo , por cinco años de carcel una lluvia de millones de euros . https://t.co/JuHILlK6vd"
"100";"@unosolosipuede @vox_es ¿Pero en qué he mentido? Solo he dado mi opinión, he dicho que me parece que no tiene vergüenza y que es un timo porque me siento engañado por ella, y que ni siquiera ha dicho nada sobre el delito de sedición pero sí ha tuiteado para atacar a VOX. No hay ninguna mentira."
"101";"Vicente Vallés, sobre la reforma del delito de sedición: ""Muy pronto será judicialmente más barato proclamar la independencia"" https://t.co/ReaEmFTjtR"
"102";"@kikelt_ @VelascoIsla Intimidar en grupo, obstaculizar, ocupar edificios.
En el grado superior uso de armas.
Les aplica perfectamente, pero vamos a decir chorradas porque nos apetece.
https://t.co/A8eQhpqArM"
"103";"@GonBernardos @sanchezcastejon @PSOE Beneficia quitar el delito de sedicion??
Beneficia quitar delitos??"
"104";"@ConchiDelgado11 @DianaMorantR Te refieres a quitar el delito de sedición? Pues no creo que si no ""gobernase"" Sánchez el FELON esto no hubiese sido posible."
"105";"Si el @PSOE llega a decir que la reforma del delito de sedición se hace, además, para luchar contra el cambio climático, los socialistas seguirían aplaudiendo como focas. Tragan con todo. Se la suda todo. Son zombis políticos. Son escoria. Son chusma."
"106";"Para los medios es más importante el delito de sedición, un sello del Partido Comunista y el ruido de Manolín y la patronal del transporte que una manifestación por la sanidad pública.
Está claro que sirven a los jefes y dueños del capital y no a los ciudadanos."
"107";"@ElsadelCastill3 Amiga, aunque tienes razón, sabes bien que se trata más de una distracción para ocultar leyes sectarias como la del delito de sedición."
"108";"@maxpradera ojalá. A mi el delito de sedición me trae al fresco pero la sanidad es otra cosa muy diferente."
"109";"Otegi ve ""una buena noticia"" derogar el delito de sedición pero considera que es solo ""un primer paso"" https://t.co/K5S67fKoXh https://t.co/4vmiB93CXo"
"110";"@hugomanchon Cómo puede extrañar que El País culpe ahora al PP de haber provocado la supresión del delito de sedición si el periódico es una de las principales terminales mediáticas del gobierno! Está en la ruina y no va a morder la mano que le da de comer!"
"111";"@txago2 @NicoBolivariano Que  un tweet Que tu has sacado conclusiones vagas (como tu única neurona).
Sánchez ha rebajado el delito de sedición ya sabes por quien , el terreno y obcecación en la que te has metido tu solo es cosa tuya .
-golpes de estado - atontao"
"112";"@ToroenReposo La verdad yo no se ni para que se molestan en buscar excusas 
Hemos bajado el delito de sedición para seguir en la poltronaka  algún problema  ??
Sus votantes van a tragar con eso y con lo que les echen"
"113";"@pedropcelis Si no es una reforma, si se trata de otro delito distinto, los beneficios no pueden aplicarse entre delitos diferentes, es decir, no podrán modificarse las condenas a los condenados por un delito de sedición, cuando se crea o agrava otro delito (desórdenes públicos)"
"114";"@pacogcaridad Eso es MENTIRA, El delito de sedición NO EXISTE en Europa, por eso Puigdemon y compañía se han librado de ser extraditados. https://t.co/rRbZlweX47"
"115";"Supresión del delito de sedición: hacia un nuevo golpe en 2025 https://t.co/YOrv9Ir5fo"
"116";"Puig se echa en brazos de sus socios de Compromís: apoya la derogación del delito de sedición: https://t.co/Glrbhb8e9i"
"117";"28 de octubre: El bloqueo del CGPJ es culpa del PP por denunciar que se va a reformar el delito de sedición.

13 de noviembre: la reforma de la sedición es culpa del PP por no renovar el CGPJ.

Lo Pais https://t.co/z53nMkIzBJ"
"118";"@2imori @ElPeriodico_Esp @PalomaEsteban Feijoo esta acabado, habla como se estuviéramos en 2017 ""Cumplir y hacer cumplir la ley""- El PP 4 años incumpliendo Constitución sin renovar el CGPJ- La gente, después de la pandemia y con los problemas de la guerra de Ucrania, no para de hablar en el metro del delito de sedición"
"119";"negativo. No lo extraditó proque el delito de sedición en Alemania exisge violencia y en España no. por tanto, al ser figuras distintas no se puede extraditar. solo pueden hacerlo por delitos que TAMBIÉN existen en su código penal. Gilipolleces las justas. https://t.co/vvOsH3UjOK"
"120";"@pedro_casares @sanchezcastejon @LaVanguardia Hasta el PSOE sabe que no se va a rebajar la tensión y ni a mejorar el clima de Cataluña con los indultos.
Ahora, con la derogación del delito de sedición, toma una medida cobarde, buscando:

<U+2705> Asegurarse el apoyo para seguir en el poder.
<U+2705> Desproteger al Estado 

<U+0001F339>@patxilopez"
"121";"@BeatrizGarcaGo5 @PabloAranguena Pues eso esta diciendo..que lo que se va a cambiar es el delito de rebelion no el de sedicion.."
"122";"“El trilerismo de derogar la sedición, pero ampliar el delito de desórdenes públicos, incluyendo conceptos subjetivos como la ""intimidación”, lo que pone en alerta a muchos sectores. Es decir, ahora ya no hace falta violencia para aplicar el delito”

https://t.co/SW7sKDuXSM"
"123";"@pedro_casares Querido votante del PSOE, Sánchez no quería rebajar la pena del delito de sedición, como dijo por activa y por pasiva antes de llegar al poder.
El problema es que el PP le ha obligado.
Y si no lo entiendes eres facha."
"124";"@patxilopez @sanchezcastejon Eres un falso, los indultos y la abolición del delito de sedición, lo único que hacen es dar combustible al separatismo y se lo habéis dado a cambio de votos para alargaros en el poder. Hipócritas!"
"125";"Robará el voto de los centristas que quieren una España dividida, sin un proyecto común, una España como la de 2017.

https://t.co/UNBiGzxIum"
"126";"@SXTrece @Caliu_A Dime qué Ley está cumpliendo el Gobierno con el cambio del delito de sedición. Tercera vez que te lo pido. Con nombre y artículo concreto, por favor. A ver si ahora no te haces el sueco."
"127";"@josepramonbosch Los votantes del PSOE básicamente se dividen entre los que les parece bien que se reforme el delito de sedición y los que les da lo mismo."
"128";"@estherpalomera Hasta el PSOE sabe que no se va a rebajar la tensión y ni a mejorar el clima de Cataluña con los indultos.
Ahora, con la derogación del delito de sedición, toma una medida cobarde, buscando:

<U+2705> Asegurarse el apoyo para seguir en el poder.
<U+2705> Desproteger al Estado 

<U+0001F339>@patxilopez"
"129";"@SimancasRafael Hasta el PSOE sabe que no se va a rebajar la tensión y ni a mejorar el clima de Cataluña con los indultos.
Ahora, con la derogación del delito de sedición, toma una medida cobarde, buscando:

<U+2705> Asegurarse el apoyo para seguir en el poder.
<U+2705> Desproteger al Estado 

<U+0001F339>@patxilopez"
"130";"@sanchezcastejon @LaVanguardia Hasta el PSOE sabe que no se va a rebajar la tensión y ni a mejorar el clima de Cataluña con los indultos.
Ahora, con la derogación del delito de sedición, toma una medida cobarde, buscando:

<U+2705> Asegurarse el apoyo para seguir en el poder.
<U+2705> Desproteger al Estado 

<U+0001F339>@patxilopez"
"131";"@DolorsMM Feijoo esta acabado, habla como se estuviéramos en 2017 ""Cumplir y hacer cumplir la ley""- El PP 4 años incumpliendo Constitución sin renovar el CGPJ- La gente, después de la pandemia y con los problemas de la guerra de Ucrania, no para de hablar en el metro del delito de sedición"
"132";"Vox había caído con fuerza en las encuestas desde las elecciones andaluzas en junio. Vox emergió tras el intento de independencia en Cataluña en 2017. Volverá a subir con el lío de cambiar en el código penal el delito de sedición? Veremos https://t.co/aVcHUMnDyx"
"133";"@JLambanM @populares @PSOE Rubalcaba tenía claro quien era Sanchez y que haría con el PSOE. No se equivocó. Y si usted, que parece estar en desacuerdo con la eliminación del delito de sedición, quiere hacer algo útil, que sus diputados voten contra o se abstengan. Caso contrario, tan cómplice como Sanchez."
"134";"@GonBernardos @sanchezcastejon @PSOE No hace falta loar a Snchz para estar a favor de eliminar el delito de sedición, incluso, como yo, estar en contra de la nueva redacción  y reconocer como hace ud, que no debe hacerse por motivos electoralistas, no de justicia."
"135";"¿""Un primer paso"" hacia dónde? El ""hombre de paz"", redomado secuestrador, condicionando la política española #DesastreDePaís https://t.co/f4vX865o5g vía @voz_populi"
"136";"@abecarub Eliminar el delito de sedición?, Indultar a los sediciosos? Pactar con los representantes de los asesinos? Ah no, espera, que eso es lo que hace el PSOE."
"137";"TERREMOTO POLÍTICO tras la decisión de PEDRO SÁNCHEZ de SUPRIMIR el DELITO de SEDICIÓN en ESPAÑA. La DUDA es si servirá para que el MUNDO INDEPENDENTISTA ASUMA y RESPETE la CONSTITUCIÓN mientras no exista otra PACTADA con similar CONSENSO... <U+0001F914> Veremos <U+0001F914> https://t.co/fTCw3FTjCy"
"138";"@europapress Preguntadle por el delito de sedición."
"139";"Como víctima de ETA me preocupa que el delito de sedición se amolde al independentismo,porque por defender la unidad de España,el Estado de derecho y la libertad e igualdad de los españoles nuestros seres queridos pagaron con sus vidas y no quiero que ese sacrificio fuera en vano"
"140";"Vox convoca concentraciones contra la supresión del delito de sedición https://t.co/z8Kx34VMOA"
"141";"Ayuso cree que recortar el delito de sedición abre la puerta a convertir España en una República Federal https://t.co/1Rw7TefcRH https://t.co/Jgs2mAR9lP"
