"";"full_text"
"14";"Gracias, Polonia Streisand, por darme a conocer el nuevo sello emitido por @Correos conmemorando los 100 años de la fundación del Partido Comunista de España (@elpce), que participó en la redacción de la Constitución Española. Si no llega a ser por vosotros no me habría enterado. https://t.co/GSHa3Xbrqo"
"15";"He firmado una petición dirigida al presidente de @Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/jt3CAclzIg"
"16";"Correos, este es el sello del centenario del Partido Comunista de España. https://t.co/5OQ2BlEeZk"
"17";"La alcaldesa de santiago, aolica la doctrina comunista

¿Por qué habla de persecución?

la alcaldesa me tiene “suspendida”, porque ella considera q yo soy el rostro de Aula Segura. No me contestan los correos y no atienden nuestras solicitudes, a pesar de que eso es fundamental"
"18";"@VOX_Europa_ @Santi_ABASCAL @Correos En Portugal también existe el partido comunista, a por ellos<U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"19";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/y30cKe6PVt"
"20";"@muyinteresante Sir Isaac Newton. Gracias a él el mundo es un lugar mejor. Merecido homenaje con un sello de correos. Partido Comunista, causante de mas de cien millones de muertes. Por ellos el mundo es un lugar peor. Correos en España les dedica un sello"
"21";"@oscar_tattoo @pitu_kaleya_2 @elpce @Correos Podemos no es comunista, es un tibio socialdemócrata postmarxista posmoderno."
"22";"Polonia Castellanos defiende la neutralidad de las instituciones y celebra nuestra última victoria contra el sello comunista de Correos https://t.co/pUf8FnnvzZ"
"23";"@jumoma76 @pitu_kaleya_2 @elpce @Correos Libre de morirse de hambre en algunos casos, o de ir a la cárcel por ser comunista como USA con el Mcarthismo. O libre de venderle tu fuerza de trabajo a un empresario, en un contrato en el que él sale ganando, para que se apropie de tu valor añadido a través de la plusvalía."
"24";"@VOX_Europa_ @Santi_ABASCAL @Correos La DEFENSA del presunto cambio CLIMÁTICO por parte de esa miserable extrema izquierda COMUNISTA responde a intereses ECONÓMICOS de los fabricantes de paneles solares y de coches eléctricos... la construcción de paneles fotovoltaicos y de baterías CONTAMINA lo que NO está escrito! https://t.co/wps4sU3dD7"
"25";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/PNwMfIwepd"
"26";"El PP denuncia en Bruselas que Correos emita un sello oficial con el símbolo comunista https://t.co/IZoefHUVUC a través de @EPPGroup"
"27";"Dos buenos libros (Torrecilla y Courtois) para comprender el escarnio que supone el sello-homenaje de Correos, una entidad pública, al Partido Comunista de España. https://t.co/d9H94iv759"
"28";"<U+27A1><U+FE0F> Garry Kasparov, campeón mundial de ajedrez y uno de los mejores jugadores de ajedrez de todos los tiempos, sobre la decisión de Correos de sacar un sello en 2022 conmemorando el centenario del Partido Comunista:

""¡Qué vergüenza! Un sello de ""Víctimas del comunismo"" https://t.co/SYxeBvHuOy"
"29";"@JOSEMANUELSOTO1 Eso es el comunismo, pero no el de España y es una falta de respeto grave a estas personas que conocemos y compartimos en el día a día. El sello de correos no hace homenaje al partido comunista de Stalin, ni de Mao, sino al español. Que vergüenza de gente!"
"30";"<U+0001F4E8> Del centenario del Partido Comunista de España a los 40 años de la OTAN. 

En @Transparentia_ repasamos sellos conmemorativos de Correos en 2022.

https://t.co/XjYQyeLNLQ"
"31";"@fjgisac, @Javiergaciaisac, ésta es mi queja:

Estoy escuchando el presentador del programa de hoy en @informaradio_, de 15h a 16h, lo siento no sé cómo se llama, quejándose de que @vox_es no haya denunciado el sello comunista de @Correos."
"32";"@Correos Correos sí sacáis uno Comunista quiero qué también saquéis uno Franquista. https://t.co/SfNGyHCgO4"
"33";"TUpatria<U+0001F499> a través de https://t.co/ch1WSVoV7R <U+2611><U+FE0F> recoge firmas<U+0001F58A><U+FE0F>porque Correos lanzó un nuevo sello Comunista para conmemorar su centenario en <U+0001F1EA><U+0001F1E6> 
Pedimos la despolitización de Correos, de la administración pública y la eliminación del sello Comunista.
<U+0001F447>
https://t.co/zvlyd44yep https://t.co/wRYTHWZsny"
"34";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/vZHz3c4hvt"
"35";"@lcorso101910 @JOSEMANUELSOTO1 Fuí a correos echar unos postales, los sellos todos tenian la cabeza del Dictador comunista,pregunté si no tenian otros sellos, me contestarón que tiene usted encontra de estes sellos y encontra de este pais, llamo la Policia, si no me escapo 10 años de carcel por mala pregunta"
"36";"La Justicia prohíbe a Correos emitir un sello sobre el centenario del Partido Comunista https://t.co/4RDJHWFu0A vía @TheObjective_es"
"37";"El PP, Vox y Ciudadanos también censuraron la decisión de Correos de emitir el sello conmemorativo del centenario del #PCE, pidiendo la dimisión de su director
https://t.co/kEiXbTSDGT
@NuevaRevoluci0n  
https://t.co/kmtWmdIcp6  
#CentenarioPCE @elpce @EnriqueSantiago"
"38";"??¡ES UNA INFAMIA!?? | VOX ESTALLA CONTRA SÁNCHEZ Y CORREOS POR SACAR UN SELLO DEL PARTIDO COMUNISTA #elperiodistacamorrista https://t.co/OR7InpHEVn"
"39";"Manos Limpias pide investigar por presunta prevaricación al presidente de Correos por el sello del Partido Comunista

<U+2705>https://t.co/vvGmQETT79 https://t.co/CZnuUyk3me"
"40";"<U+0001F535> Denunciamos ante la Comisión Europea que Correos emita un sello oficial con el símbolo comunista.

@FZarzalejos @zoidoJI 

https://t.co/6fGn4A13fL"
"41";"Por favor, @Correos, retiren el sello son simbología comunista. No permitamos que se ensalce una ideología con 100 millones de muertos a sus espaldas. https://t.co/tMB6bTqkn1"
"42";"#14NoviembrESp @EspejoPublico EL SELLO DEL PCE
JUEZA SUSPENDE EMISIÓN DEL SELLO DE CORREOS DEL PARTIDO COMUNISTA ESPAÑOL 
A LORENA Y MIGUEL LE DOLIÓ. NO SOPORTAN QUE ""EL SACROSANTO"" PARTIDO COMUNISTA<U+0001F92E>SEA CULPABLE DE MASIVAS VIOLACIONES DE DERECHOS HUMANOS??,LA HISTORIA FUE ASÍ. https://t.co/jiODvDrXcy"
"43";"Una jueza paraliza el sello comunista de Correos y cunde la polémica en el seno de la política nacional https://t.co/FKil8kmqPp"
"44";"Yo no sé mucho de filatelia, pero la pasta que va a costar el sello de Correos del Partido Comunista como se filtre al mercado negro no va a ser normal."
"45";"La Justicia prohíbe a Correos emitir el sello sobre el centenario del PCE https://t.co/wHKRu6gl5d a través de @gaceta_es"
"46";"AL DIRECTOR GENERAL DE CORREOS, MENUDO PAJARO, COMUNISTA. SAQYE UN SELLO DE PARACUELLOS. CONMIGO POCO GANARÁ. NO TIENE VERGÜENZA. AMIGO DEL PSICÓPATA Y DICTADOR EL PEDRO, AHÍ A ROBAR.. QUE BASURA.... QUE ASCO...."
"47";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/D7nALUlgiH"
"48";"@AleJacintoUrang Para todos los democratas lo qye debe ser un motivo de preocupacion es que Correos emita un sello de conmemoración del partido comunista
Esa es la preocupacion de los democratas porque hay que ser gilipollas  para hacer ese sello"
"49";"@quiquepeinado Sería de coña que hablara del sello de correos comunista. ¿Tendrá huevos?"
"50";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje

@maldita @MalditoDato @malditobulo @maldita_ciencia @MalditaTech @MalditaEduca @Mhemeroteca 
https://t.co/CK7owAecxh"
"51";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/D7nALUCjkH"
"52";"Gracias a nuestra acción jurídica hemos evitado que Correos ponga en circulación hoy un sello que promociona el comunismo.
https://t.co/zf5JTmWtUM"
"53";"No, Correos no ha decorado sus furgonetas y buzones con el símbolo comunista: es un montaje https://t.co/D7nALUkIt9"
"54";"Este es el sello de @Correos conmemorativo del centenario del Partido Comunista de España (@elpce 1921-2921) cuya emisión una jueza ha suspendido “cautelarísimamente” a petición de Abogados Cristianos. https://t.co/NBhy0pUsAQ"
"55";"@publico_es 4 abuelitos con banderas es un desafío y que el regimen saque el simbolo comunista en sus vehículos de correos,buzones y sellos es perfectamente normal"
"56";"@Josema60749217 @tonydonosti @Too95766271 @progrestonazot @Correos Por esa regla de 3 en España estamos bajo la dictadura comunista de Stalin y Lenin"
"57";"@Pontifex_es Papa Francisco, en España un grupo llamado ""Abogados Cristianos"" ha conseguido bloquear cautelarmente la emisión de sellos de correos conmemorativos del 100 aniversario del PCE (partido comunista de españa). Me encantaría saber su opinión como máximo representante del cristianism"
"58";"Una jueza paraliza la emisión del sello de Correos conmemorativo el centenario del Partido Comunista https://t.co/PWlCvRXqxM https://t.co/j6iPZhOGdk"
"59";"Vídeo en youtube de Un señor de Logroño.

En su canal Lince TV noticias y política: 

¿ABOGADOS CRISTIANOS HA LOGRADO RETIRAR EL SELLO COMUNISTA DE CORREOS? 

https://t.co/hwgxzzOrQC"
"60";"Correos no puede sacar esto hoy, yo si, tu también 
Pásalo #SelloPC
Partido Comunista
@IzquierdaUnida 
#FelizLunes https://t.co/Mc4RaS2hYO"
"61";"FIRMA para que el Presidente de Correos (amigo íntimo de Sánchez) retire el sello comunista YA | CitizenGO https://t.co/kp7JII90YL"
"62";"@elpce El problema sanitario solo está en Madrid, claro que sí, guapi.
Indigentes mentales, no sé si dais más asco vosotros, el gobierno social-comunista-filoterrorista o correos (hundido en la miseria y mantenido con el dinero público)...
Poneros a trabajar ya, piojosos!!!"
"63";"La Justicia suspende el sello de Correos que homenajeaba al Partido Comunista tras el rec... ¿Que opinas tu? #noticias @elliberal_com https://t.co/kxSKfnPtXV"
"64";"Ussía ‘matasella’ al presidente de Correos por la infumable estampa comunista https://t.co/ItI4gY810y"
"65";"He firmado una petición dirigida al presidente de @Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/o9RqTisnFt"
"66";"Por favor, @Correos, retiren el sello son simbología comunista. No permitamos que se ensalce una ideología con 100 millones de muertos a sus espaldas. https://t.co/f33GESGKwn"
"67";"@JA_DelgadoRamos Europa prohíbe la  exaltación del comunismo y el nazismo. 
Mientras aquí una empresa PÚBLICA comandada por el ex jefe del Gabinete de Sánchez, lanza un sello y la web de Correos ensalza la participacón del Partido Comunista en la Guerra Civil y obvia las matanzas de Paracuellos. https://t.co/SAoC8gyxr8"
"68";"@palomadeOrgaz @electo_mania Es un sello conmemorativo, igual que hubo del PNV y de la UGT... Emitiendo correos no se manifiesta como comunista, ni pretende hacer deducir que los integrantes de correos, sean afines al PCE. En fin..."
"69";"¡Que distinto es cuando los jueces NO son nombrados por el #PartidoComunista!

La justicia prohíbe a Correos emitir el sello sobre el centenario del Partido Comunista https://t.co/638Zv05U27"
"70";"Incomprensible que se marchen de un paraíso comunista. No habrán visto el sello del Correos sanchista https://t.co/CC3gmSQ3Ii"
"71";"@vitoquiles Un Juez admitió la denuncia de Abogados Cristianos por poner en él sello  de Correos la representación del Partido Comunista la Hoz y él Martillo"
"72";"La justicia prohíbe a Correos emitir el sello sobre el centenario del Partido Comunista https://t.co/u4aH2ahnNI"
"73";"Kaspárov no da crédito tras ver el sello comunista español: ""¿Harán luego uno con la esvástica?"" https://t.co/qyUrNtgwvI a través de @libertaddigital"
"74";"@Manchegozarajo @MaxOriola @TrastolilluBCN @AngelinesCaste2 @javiernegre10 @Correos No te piques. Yo tampoco entiendo que haya gente tan mayor que simpatice con ideologías asesinas como la comunista"
"75";"@jadc @Paz58505088 @Cclope11 Correos España, Señor Alf...es una institución.
Correos, institución dependiente del gobierno de España, ha emitido un sello comunista autorizado por el gobierno. https://t.co/7StbrURbUM"
"76";"El Presidente de Correos, un Miserable, Amigo y Enchufado de Sánchez, Correos es una Empresa, Pública, de todos los Españoles, un Sello con el Escudo Comunista, unos Asesinos de Millones de seres humanos en todo el Mundo,Y en España la Matanza de Paracuellos del Jarama y algo mas https://t.co/zmDKCajkca"
"77";"La justicia prohíbe a Correos emitir el sello sobre el centenario del Partido Comunista
«Exalta a un partido político que cometió crímenes y persiguió a miles de personas únicamente por razón de su fe»
https://t.co/obeMHRy40a"
"78";"Por favor, @Correos, retiren el sello son simbología comunista. No permitamos que se ensalce una ideología con 100 millones de muertos a sus espaldas. https://t.co/IKkTilSU6p"
"79";"¿ABOGADOS CRISTIANOS HA LOGRADO RETIRAR EL SELLO COMUNISTA DE CORREOS? https://t.co/N9lmJdyU9C a través de @YouTube"
"80";"<U+25B6><U+FE0F> La Justicia prohíbe a Correos emitir un sello sobre el centenario del Partido Comunista.* https://t.co/ITxkRunZVV vía @TheObjective_es"
"81";"Por favor, @Correos, retiren el sello son simbología comunista. No permitamos que se ensalce una ideología con 100 millones de muertos a sus espaldas. https://t.co/Xhktd34BrQ"
"82";"La Justicia prohíbe a Correos emitir un sello sobre el centenario del Partido Comunista https://t.co/OISTfR1avM a través de @TheObjective_es"
"83";"@anaberguav La Justicia prohíbe a Correos emitir un sello sobre el centenario del Partido Comunista https://t.co/JAs0dU2ZZ7 vía @TheObjective_es"
"84";"Ciudadanos también, ahí lo d jo. 
 https://t.co/qt2gWOCOvZ"
"85";"Una jueza de Madrid suspende la emisión del sello de Correos por el centenario del Partido Comunista de España

#Madrid #Correos #Sello #PCE #PartidoComunista https://t.co/V7DMcSiDJG"
"86";"La justicia lo ha PARALIZADO
NO se pondrá a la venta 
Y que conste que NO defiendo a CORREOS NI AL GOBIERNO COMUNISTA https://t.co/Oeitbd528P"
"87";"@fedsov_ Ayer mismo se conmemoraba el centenario de la fundación del partido Comunista español, y correos hizo un sello para conmemorarlo.
Esa ultraderecha logró que una jueza paralizase por el momento que salga un sello, un sello, como lo oyes.
Son fascistas queriendo perpetuarse."
"88";"Por favor, @Correos, retiren el sello son simbología comunista. No permitamos que se ensalce una ideología con 100 millones de muertos a sus espaldas. https://t.co/6LBSkNdfjL"
"89";"@FuensantaLM Joder que nivel señora,no se puede ser más pésima de verdad,correos no es comunista (dudo que sepa usted realmente que es ser comunista)es un sello que conmemora el aniversario de un partido político que en este país fue un gran avance democrático,porque este país es democrático"
"90";"Una juez atiende el recurso de Abogados Cristianos y paraliza el sello comunista de Correos https://t.co/ikzAXSXHHA vía @relibertad"
"91";"CAOS TOTAL en CATALUÑA, el SELLO COMUNISTA de CORREOS Y PILLADA a MÓNICA... https://t.co/QKpINJZIYC a través de @YouTube"
"92";"@ppnieto62 @okdiario La mierda Comunista está prohibida en la mayoría de países en Europa,un millón de muertos...menos mal que la asociación de Abogados Cristianos le a puesto él punto sobre la i a ese impresentable gerente de Correos...otro amigo de Sánchez Colocao"
"93";"Ussía ‘matasella’ al presidente de Correos por la infumable estampa comunista https://t.co/qmqb0ZLrEI"
"94";"VOX denuncia ante la UE el sello comunista de Correos: «El Frente Popular llevó a España a la Guerra Civil» https://t.co/rlpaMoEgGC"
"95";"Historia | Sellos comunistas: la celebración de una vergüenza <U+27A1> Un juzgado paraliza la emisión por parte de Correos de un sello conmemorativo del centenario del Partido Comunista de España https://t.co/EIvKEiHUk9"
"96";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/qyDUya74TI"
"97";"Correos de España lanza un sello comunista: ¿lo siguiente será un sello con una esvástica? https://t.co/FKKUT3YSWO vía @ElentirVigo"
"98";"La justicia prohíbe a Correos emitir el sello sobre el centenario del Partido Comunista https://t.co/VIIs0uLtSB"
"99";"Bien Kasparov una vez más. https://t.co/YYgeQ5cAys"
"100";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/x3GiqmWQC5"
"101";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/zLQXQlsWJ1"
"102";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/fMdthJDMTc"
"103";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/bu9HLUroEk"
"104";"#OrganizandoLaResistencia | <U+0001F399><U+FE0F>@rosadiezglez  ha animado a los oyentes de @eslamananadeFJL  a mandar el sello de Correos al parlamento europeo, que prohibió la simbología nazi y comunista.
https://t.co/7YWVOxN9ud"
"105";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/Y8OsE3Nzdm"
"106";"Presidente de Correos: retire el sello comunista YA | CitizenGO https://t.co/PM1S1Ly3qa"
"107";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/Lp8rX2Lij2"
"108";"Correos celebra el centenario del Partido Comunista con un sello conmemorativo olvidando su historia más negra https://t.co/V4NsmAApE8 https://t.co/sezXqSFxqi"
"109";"Nos imponen la izquierda, por eso digo que vivimos en una dictadura.
Los anuncios del Gobierno, Los sellos de la escoria comunista. Las noticias…
@Correos ese sello de mierda lo es siendo comunista, falangista y franquista. La misma mierda son. https://t.co/hYIkz38TvR"
"110";"Vamos a pedir a la justicia que retire este sello comunista. No podemos permitir que Correos se olvide de esta manera de los miles de cristianos que fueron asesinados por su fe a manos de los comunistas.
https://t.co/hNK9Sp5hpj"
"111";"@Correos sabeis que el PCE fue el de la matanza de Paracuellos, lo digo por lo de la ley de memoria democrática y tal. 
Sin contar los millones de víctimas que la ideología comunista tiene en sus manos. 
No veo en Polonia o Alemania algo así."
"112";"""Correos de España lanza un sello postal con el  símbolo del comunismo"". Y poco a poco van llevando a los españoles a un camino sin salida democrática. Ejemplos en el mundo, sobran. Que poco se aprende del dolor ajeno. https://t.co/ERMzlPNb6t vía @ElentirVigo"
"113";"El sello comunista de correos me parece el ejemplo perfecto del gobierno del PSOE,  hacen eso para que piensen que son de izquierdas pero no han hecho una mierda comunista"
"114";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/vObzmb0mJV"
"115";"Correos de España lanza un sello comunista: ¿lo siguiente será un sello con una esvástica? https://t.co/YYWk2ZZhVt a través de @ElentirVigo"
"116";"Imagínate si sacasen uno con la esvástica, eso sí de colorines.
https://t.co/UzQGjIbpgv"
"117";"LO MÁS SORPRENDENTE DE NOVIEMBRE: Vox lleva a Europa la denuncia del ""sello comunista"" de Correos (Castilla-La Mancha, La Ventana de CLM) https://t.co/jqsf9Y4NX0"
"118";"Acabo de firmar esta petición para pedir a Juan Manuel Serrano, presidente de Correos, que retire el sello que conmemora el centenario del partido comunista en España. El comunismo es una ideología asesina. https://t.co/qXlI73Lsgj Gracias!"
"119";"Correos celebra al genocida partido comunista condenado por la UE por crímenes contra la Humanidad.  
https://t.co/Gz7echZIIa a través de @el_pais"
"120";"@RosarilloIsBack @Correos Mi abuelo lloraría de emoción,  con lo que sufrió por ser comunista."
"121";"@GrandesZascas Durante la dictadura de Franco correos saca un sello con la cara del dictador.
Hoy correos saca un sello con el símbolo de la dictadura comunista por lo que podemos deducir que estamos viviendo en una......"
"122";"VOX denuncia ante la UE el sello comunista de Correos: «El Frente Popular llevó a España a la Guerra Civil» https://t.co/4yTAfQvJUl"
"123";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/4d5qB3TeHx"
"124";"@GeorgeSmi1973 @javiernegre10 @Correos Anormal, el comunismo cae en 1989 y pero el pais sigue existiendo un año más, hasta que hay elecciones libres y el pueblo alemán se muestra a favor de la reunificación. De 1945 a 1989 hubo un régimen comunista sin ningún tipo de libertad hasta 1990."
"125";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/Ppf9vnBkqz"
"126";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/h8k6tUFI1t"
"127";"@GeorgeSmi1973 @javiernegre10 @Correos Otra vez, que ese hombre es jefe de gobierno después de las elecciones del 90 cuando ya ha caído el régimen comunista, y después gracias a esos hombres se produce la reunificación."
"128";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/sY2zW7z7bI"
"129";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/7gWshEJDHf"
"130";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/Bhwj5ZSSKy"
"131";"De vergüenza,me manda un paquete mi hija desde Inglaterra paga 20£ ,y al llegar aquí me quieren cobrar a mi el comunista Correos 20€,pregunto  por qué y me responde el cartero muy solicito,que es a causa del Brexit."
"132";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/vyqsANnKom"
"133";"Criticar lo del sello del PCE es tan ridículo como lo será criticar uno del PP en otro aniversario o uno del PSOE. Son partidos de fuerte arraigo en la cultura española y dedicar una estampa ni es propaganda ni quiere decir que Correos sea ni comunista ni de Sta. Teresa de Ávila."
"134";"@GeorgeSmi1973 @javiernegre10 @Correos Me da la sensación de que estoy hablando con él de dos tontos muy tontos, ese hombre sale elegido en las elecciones de 1990 una vez ha caído el régimen comunista en 1989, por eso es el último porque a partir del 90 Alemania se unifica."
"135";"Infame homenaje de correos al criminal Partido Comunista - Tradición Viva https://t.co/ElphTFadxG"
"136";"@patriota1000000 @elpce @Correos Comunista eres tú. El que se esconde detrás de foto y nombre falsos. Jajajajajajajajaja. 

Eres genial, patriota. <U+0001F602>"
"137";"La empresa pública Correos, conmemorará con un sello el centenario del PCE (Partido Comunista de España), ensalzando, tal como se puede leer en su web, ""su papel en la Guerra Civil Española"". PP, Ciudadanos y Vox aseguran que el Gobierno ""quiere blanquear su historia criminal"". https://t.co/fUA8aLEWwF"
"138";"@Santi_ABASCAL El Gobierno PSOE,golpistas y ETA financia una campaña de apologIa del TERROR COMUNISTA en Correos,ideología condenada y prohibida en la UE por Parlamento Europeo, por promover el saqueo, esclavitud, persecución católicos, destrucción y asesinatos de 150 millones.MOCIÓN CENSURA YA"
"139";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/2vH6n6gro0"
"140";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 150 millones de muertes en todo el mundo. Firma aquí: https://t.co/T6lT1OnZ1v"
"141";"Celebrar el nacimiento de un partido de ideología totalitaria ya era bastante fuerte.
Pero qué para intentar arreglarlo comparen al Partido Comunista con la Legión, es mucho más asqueroso. https://t.co/CEwk6vcpB3"
"142";"@ionebelarra COMUNISTA, tenias que estar en tu casa y no en las instituciones. El PC esta prohibido en toda Europa y vosotros en España lo ensalzais con un sello de correos. 100 millones de muertos teneis a vuestras espaldas asesinos comunistas"
"143";"@CapitanBGraham @JmbarrosoChema @Avlas9 @alfreyes14 @josepo44 @Correos Si Pablo Iglesias es comunista tú eres culé."
"144";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/V2rcDrYmTU"
"145";"@Aecio451 @javiernegre10 @Correos Ahora va a resultar que el PCE no fue el último en abandonar España en la Guerra Civil, no como el PSOE, que se dedicó a traicionar a la República. La última puñalada se la dio Besteiro, que no era comunista precisamente. Tampoco se fueron a luchar a Europa contra el fascismo."
"146";"@progrestonazot @lempuyang6 @Correos Cuántos muertos tienen a sus espaldas el partido comunista de España? En España sois más de ensalzar al único dictador asesino que ha habido, y criticar lo de fuera."
"147";"@vox_es El Gobierno PSOE,golpistas y ETA financia una campaña de apologIa del TERROR COMUNISTA en Correos,ideología condenada y prohibida en la UE por Parlamento Europeo, por promover el saqueo, esclavitud, persecución católicos, destrucción y asesinatos de 150 millones.MOCIÓN CENSURA YA"
"148";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/2v1KSHnEo5"
"149";"El partido comunista cometió en España miles de asesinatos.
Está empapado de la sangre de los españoles.
Y ahora con éste gobierno complice de éstos asesinatos, Correos al cual todos pagamos, saca un sello conmemorando los 100 años de la fundación de éste partido criminal."
"150";"He firmado una petición dirigida al presidente de Correos para que retire el sello que exalta el comunismo, una ideología asesina y radical que ha ocasionado 120 millones de muertes en todo el mundo. Firma aquí: https://t.co/Tma0GUwFVX"
