"";"full_text"
"13";"@ladebilbao La presenta como un objeto!
Como si fuese algo de su propiedad... Luego nos escandalizamos por los talibanes por lo que hacen en Afganistán o los iraníes con las mujeres, que aquello es muy grave, es durísimo, pero lo que hace éste desgraciado también..."
"14";"@Gregoriodalbon @SergioMassa Les va a pasar como a los iranies que las mujeres se revelaron. Acá va a ser toda la población argentina del sentido común, trabajadora, la que les va a hacer pagar a los políticos, y a todos los parásitos como vos. Paso a paso."
"15";"Al menos las bellísimas mujeres Iranies no la querrán ver ni en foto, ellas que luchan por más libertad. https://t.co/kfVJG87N5h"
"16";"Una cosa curiosa es q las únicas selecciones q van a hacer gestitos contra Qatar sean las del bloque otanista.Y siempre dentro de la hipocresía q les caracteriza, gestitos q no tienen coste (como lo de cortarse 3 pelos por las mujeres iraníes)
El resto del mundo está a otra cosa"
"17";"@elpais_america Señora Norma va  a lavarle el culo a los poderosos usted es mujer hace poco Penelope Cruz se corto el cabello por las mujeres iranies  semejante hipocrita como toda esta sociedad putrefacta que va a celebrar un mundial en esta tirania"
"18";"@dejanirasilveir Trágico, a este pasó iran podría terminar como libia
*<U+0001F1FA><U+0001F1F8>busca generar caos en<U+0001F1EE><U+0001F1F7>como lo hizó en<U+0001F1F1><U+0001F1FE>

Mahsa NO murió por llevar mal puesto el velo
Mujeres iranies ya llevaban el velo mal puesto en las calles de irán si lo desean, aquí la prueba<U+2192> JULIO 2022<U+0001F447>
https://t.co/OiWx3pZI6K"
"19";"@PazPinter Parecían mujeres iraníes <U+0001F631>"
"20";"""Me corto el pelo por las mujeres iraníes. Si no nos movilizamos los hombres, por mucho que las mujeres lo hagan, no funcionará. Hay que escuchar la voz de las mujeres. ""La voz de una mujer vale lo mismo que la de un hombre y viceversa. <U+2066>@jromero_tv<U+2069> https://t.co/QmWzwNHjn0"
"21";"@JuanGmezGmez12 @svq_rafa @FonsiLoaiza Como os joden las verdades.  
Mientras hipócritamente Podemos y la izquierda dicen estar al lado de las mujeres Iraníes por quitarse el hijab...en España hacen actos para promulgar el hijab , el burka y la cultura machista. 
Tu y tu puta ideología si que sois repugnantes. https://t.co/haSxCFq5wn"
"22";"""Me corto el pelo por las mujeres iraníes. Si no nos movilizamos los hombres, por mucho que las mujeres lo hagan, no funcionará. Hay que escuchar la voz de las mujeres. La voz de una mujer vale lo mismo que la de un hombre y viceversa”. <U+2066>@jromero_tv<U+2069> https://t.co/4JSKpDB4AC"
"23";"""Me corto el pelo por las mujeres iraníes. Si no nos movilizamos los hombres, por mucho que las mujeres lo hagan, no funcionará. Hay que escuchar la voz de las mujeres. La voz de una mujer vale lo mismo que la de un hombre y viceversa”. <U+2066><U+2066>@jromero_tv<U+2069> https://t.co/JO056S1rzw"
"24";"@jbsg65 Si los palmeros tuviesen una cuarta parte de los huevos de las mujeres iraníes, los políticos de Canarias salían nadando de las islas..."
"25";"@IdiazAyuso ISABEL LIBERTAD
LAS MUJERES IRANÍES ESTAN CONTIGO VAMOS ESCUCHA"
"26";"Por nuestras hermanas iraníes, para que sean libres, para que puedan escoger qué vestir, para que puedan estudiar, para que puedan cumplir sus sueños sin violencia! Por ellas! Apoyamos las protestas de mujeres en Irán! 

LIBERTAAAAAD!!! <U+270A><U+0001F49C><U+0001F1EE><U+0001F1F7> https://t.co/wzI07hHiw4"
"27";"Como su casa Khomeini debe estar ardiendo en la quinta paila del infierno por someter a y anular a las mujeres iraníes

No veo a ninguna feminista ni a ninguna feminazi apoyando su causa https://t.co/oeytdwWyHV"
"28";"@PabloIglesias Abanderar el feminismo y dar la espalda a las mujeres iraníes que se juegan la vida defendiendo sus derechos qué es?"
"29";"""Esta fotografía captura poderosamente una de las razones por las que los iraníes han arriesgado sus vidas protestando contra su gobierno durante los últimos dos meses: las mujeres iraníes jóvenes y modernas están cansadas de ser gobernadas por viejos hombres reaccionarios""<U+0001F447> https://t.co/S0pnd2mTIW"
"30";"Anoche, @WashInstitute otorgó el Premio Scholar-Statesman a la periodista y activista #iraní-#estadounidense @AlinejadMasih por su intrépida defensa de los derechos y la libertad de las mujeres para todos los iraníes.  #TWISSA2022
#IranRevoIution 
#<U+0627><U+062A><U+062D><U+0627><U+062F>_<U+0631><U+0645><U+0632>_<U+067E><U+06CC><U+0631><U+0648><U+0632><U+06CC> https://t.co/92NhoGvMji"
"31";"@FSeifikaran @roostamdastan Las mujeres iraníes mantienen despejado el camino para luchar contra los mercenarios de Ali Khamenei #<U+0645><U+0647><U+0633><U+0627>_<U+0627><U+0645><U+06CC><U+0646><U+06CC><U+200C><U+200C><U+200C><U+200C><U+200C><U+200C><U+200C><U+200C><U+200C><U+200C> #MahsaAmini @miakhalifa"
"32";"Hoy nuestra compañera Elisa Franco del Comité Internacionalista estará conversando con Asieh Hekmat, vocera de la comunidad de  mujeres iraníes en Chile..."
"33";"@mjorgec1994 Mientras que miles de mujeres iraníes se quitan el velo y aquí no se dice nada, ésta por unas limosnas se lo pone. Qué más se puede esperar de un país que deja a un mediocre agredir a uno de sus mejores  artistas."
"34";"@el_pais Mismo problema con el patrocinador si podemos se quejase de la represión a las mujeres iraníes."
"35";"#Queiroz habla de dinero para responder pregunta sobre derechos de las mujeres iranies https://t.co/0CZtPexMYD"
"36";"Carmen Boullosa, Ariel Dorfman, Claudia Piñeiro, Monika Zgustova y otros estaremos el 10 de diciembre leyendo públicamente invitados por el internationale literaturfestival berlin [ilb] en solidaridad con las mujeres iraníes y las demandas de apertura en ese país / #SaveTheDate https://t.co/kkYHoBFR23"
"37";"@MarioJPenton Las mujeres iraníes luchan en las calles por sus derechos, mientras tanto está señora que no es primera dama, se aferra a ponerse del lado de los  opresores.
#MejorSinDictadura 
#MejorSinComunismo 
#CubaEstadoFallido"
"38";"@FAli1969 Las mujeres iraníes son como la luz en la oscuridad"
"39";"No te vi preocupada por nuestras mujeres y ahora por un artista que pisa nuestras tierras te importan los derechos humanos?

Esa hipocresía no te la cuento... Nuestras mujeres iraníes estaban y están pidiendo con sus vidas los derechos pero vos no haces ni eco <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F> https://t.co/8likOCP4ok https://t.co/TAf5zp7bjq"
"40";"Irán: al menos 342 personas han muerto en las protestas por el asesinato de Mahsa Amini...Irene Montero y Belarra calladas como muertas, ni una palabra en defensa de la mujeres iraníes, de vergüenza @podemos, @compromis @SocialistesVal @esquerraunida"
"41";"<U+0001F1EE><U+0001F1F7> Zahra Ershadi funcionaria persa, ha dicho que Occidente utiliza como pretexto el proteger los derechos de las mujeres iranies utilizando todas sus capacidades, como la difusión de información engañosa y falsa, así como el apoyo financiero y militar a grupos terroristas para +"
"42";"Una herramienta a favor de la “tolerancia cero” https://t.co/WUZO2scBPf https://t.co/zCWqbwCxud"
"43";"#Irán Una herramienta a favor de la “tolerancia cero” https://t.co/KKTJ7yURps https://t.co/Q8r5w5nE7p"
"44";"Una herramienta a favor de la “tolerancia cero” https://t.co/B0TFJcCp0A https://t.co/usSliVgoaA"
"45";"¿D verdad vais a seguir votando a este Gobierno socialcomunista?: Ha EMPODERADO a menas delincuentes, a bandas musulmanas misóginas, a etarras, a independentistas, a violadores, a Hassan el marroquí, a bolivarianos y desempoderan a ls mujeres iraníes no condenando su persecución."
"46";"@JordiColl13 @tresmasciento No majete los únicos que se han financiado de terroristas iraníes son los de vox
Y deja de soltar tanto cinismo, que vuestro rey buen va a países árabes que matan gays y apalean mujeres y luego le aplaudís, y vox es un partido homófobo, estáis en contra de la libertad individual"
"47";"Nos hacemos eco de este vídeo de @EqualityNow en solidaridad con las mujeres y niñas de #Irán. Gracias por vuestro trabajo incansable por los derechos de las mujeres y especialmente ahora, por la libertad de las niñas y mujeres iraníes.

https://t.co/DhGI212b3V

#WomanLifeFreedom"
"48";"@cu_josetxo @tresmasciento Pues si y a mucha honra, mientras unos se financian de tiranías y se asocian con terroristas de un país democrático VOX recibió dinero de exiliados iranies que luchan por acabar con una tiraría, un pobre infeliz cómo tú prefieres servir a tiranos asesinos de mujeres y gays."
"49";"Mira cómo las fuerzas iraníes atacan a mujeres en tren subterráneo https://t.co/ANkO0bM9dS via @CNNEE 

#IranRevolution #IranRevolution2022 #OpIran #MujerVidaLibertad"
"50";"“Las #mujeres iraníes somos inteligentes, educadas, devotas y patriotas y estamos plenamente conscientes de nuestros derechos. También sabemos cómo interactuar, pacífica y constructivamente, con el gobierno para hacer avanzar nuestras demandas"". <U+0001F447>
https://t.co/jZJ6IS0rrj"
"51";"La prohibición no las detiene: así se preparan miles de mujeres iraníes para el Mundial de #Qatar2022. https://t.co/McgHZcJVKr"
"52";"Las mujeres iraníes y la fuerza que han demostrado son un ejemplo reciente, se quieren sublevar contra su régimen, pero su selección jugará el Mundial y no sabemos qué pasa en sus calles mientras tanto. 

Estamos peleando a ciegas y con la información incompleta."
"53";"Van ganando las mujeres iraníes y Zelensky y creo que todos sabemos quién de verdad se lo merece. https://t.co/9nApDpBAdJ"
"54";"#8M- Canción sin miedo - Vivir Quintana ft. El palomar https://t.co/gcP0XmFplx a través de @YouTube 
Dedicada a las mujeres iranies <U+0001F979> #IranWomen"
"55";"@AlertaNews24 Solo un demente saca una bandera así en un país musulmán. A las mujeres iraníes les han maltratado y encarcelado por quitarse el Jiyab"
"56";"¿Sabéis lo que les hacen en las cárceles a las mujeres iraníes?  Esta se suicidó cuando la soltaron. 

https://t.co/21ciCReW6c"
"57";"Irán: nueva ley de crecimiento demográfico pone en riesgo la salud de las mujeres iraníes https://t.co/kP3CwdGpuq"
"58";"El día domingo partimos con una muestra muy especial, llamada Mujer, Vida y Libertad, donde programamos 4 cortometrajes iraníes que nos acercan a la realidad de las mujeres en ese país.

<U+0001F64C> Agradecemos a la programadora iraní Parisa Ghasemi por apoyarnos en la curatoria. https://t.co/giCwvVa6r4"
"59";"IRAN. No veo manifestaciones delante de las embajadas iranies.  Esas mujeres valientes están solas."
"60";"Shakira no debió haber renunciado a cantar en el mundial.Estando allá habría podido hacer más por las mujeres iranìes que no estando.Ella habría podido enviarles mensajes sin tanto riesgo.Ok Es una figura mundial y no se hubieran atrevido a cogerla presa<U+0001F607> https://t.co/6IPTlJ0bZc"
"61";"@jimenaorrego Hay QUE APOYAR A LAS MUJERES IRANIES CONTRA EL YUGO CRUEL Y EQUIVOCADO DE LOS MACHISTAS IRANIOS 
¡¡¡¡ DIOS LOS CASTIGARÁ. , PERO NO A PALOS!!"
"62";"@Sergio45173682 @Macarena_tuit Pero luego se cortan el flequillo por las mujeres iranies"
"63";"@Liza60695454 MUJERES BELLÍSIMAS LAS HAY EN MUCHOS PAÍSES DEL MUNDO . TURCAS IRANÍES ,  SUECAS , HASTA EN AFRICA HAY BELLEZAS EXUBERANTES Y NATURALES  . 
CREO QUE HAY UN MITO VZLNO ."
"64";"Fuerzas Iranies atacan a Mujeres.. Esto lo dice el Mercenario @soyfdelrincon. Un Inmoral que Golpeaba a su esposa por placer.. https://t.co/ljlR8RWRt5"
"65";"Los comentarios de los ""moralistas"" debajo de éste tweet son de <U+0001F4A9><U+0001F4A9> 
Son los mismos a los que les vale verga lo que están sufriendo las mujeres iraníes. Ni hablar de las hipócritas feministas que no han dicho nada. https://t.co/ZdZwKPcDqI"
"66";"Artistas francesas se cortaron el pelo en solidaridad con las mujeres iraníes https://t.co/2D9TCMdWeH"
"67";"@LRsecreta A la ministra de igual da no se la ve ni se la espera para defender el legítimo derecho de la Libertad para las mujeres iraníes. 
Solamente los hombres arier son malos y machistas."
"68";"Las fuerzas represoras de Irán ahora tuvieron el descaro de entrar al metro de Teherán a agredir a las mujeres que no portaban el velo islámico para cubrir su cabello.
https://t.co/jVAr5VdAWZ"
"69";"Irán matando iraníes. Esto es lo que sucede en las dictaduras, en todas las dictaduras. También en la que padeció España durante casi 40 años. A ver qué nos depara el futuro. https://t.co/z7rNOVpf58"
"70";"El presidente Seyyed Ebrahim Raisi destacó la contribución de las mujeres iraníes a una gran parte de los honores del país persa en diversos ámbitos, señalando que ganar medallas y proclamarse campeonas en varios campos regionales y mundiales es muy valioso,admirable y prometedor https://t.co/YgjyEtjK92"
"71";"¿De qué mujeres hablará Tahiri y de qué pueblo? ¿De Masih Alinejad?

""“Hay vida más allá del hiyab”, asegura Tahiri, para quien la reivindicación de las mujeres iraníes “es muchísimo más profunda que descubrirse el pelo, es la dignidad de todo un pueblo”.""
https://t.co/JLuY5b2xi5"
"72";"@Ayto_Coslada Mujeres afganas cantan para las iraníes
(subtitulado en español)
https://t.co/eOrzBN8vNQ"
"73";"@perropintto @AlberPiter Hasta que no acepten la resolución de la ONU de 1947 se trata solamente de un territorio habitado por árabes provenientes de otros países de la misma etnia.
Sigo sin leer tu reclamo acerca de las mujeres iraníes.
Nazi de segunda selección."
"74";"Lo de las mujeres iraníes es tan impresionante como el silencio del feminismo occidental."
"75";"@Emma1492is ¿Que es Naciones Unidas y que hace?
¿Ha ayudado a Venezuela?
¿Ha ayudado a Cuba?
¿Ha ayudado a Nicaragua?
¿ Ha ayudado a las mujeres iraníes?
La ONU es un club donde van los embajadores a darse la gran vida y a ni hacer nada."
"76";"El coraje y la determinación de las mujeres iraníes. Inasequibles al desaliento, dispuestas a dar su vida por su libertad y derechos. Tremenda lección de feminismo y vergonzosa la pasividad de occidente ante la barbarie del régimen islámico #MujerVidaLibertad #MahsaAmini https://t.co/miExokSrOT"
"77";"<U+0001F399><U+FE0F> Esta semana en #VocesPorUnCausa Nazanin Armanian - @nazaninarmanian- nos acerca a la realidad de Irán. Esta politóloga iraní se exilió en España en 1983 por su férreo y atemporal compromiso con los derechos de las mujeres iraníes.

Escucha el podcast <U+2B07><U+FE0F>
https://t.co/pgxMZcOXFD"
"78";"@Ayto_Coslada Mujeres afganas cantan para las iraníes
(subtitulado en español)
https://t.co/eOrzBNpyPQ"
"79";"Por si puede ayudar al futuro de las mujeres iraníes. 
https://t.co/TUIBKwRGN0 https://t.co/Pv6QCGmTQs"
"80";"LA MUJER DE PEDRO SÁNCHEZ APOYA A LAS MUJERES IRANÍES CON UN ACTO SORPRE... https://t.co/gvAgLtxq1L a través de @YouTube"
"81";"@MariaJamardoC Uy María, qué malpensada eres!!!!!...... la ONU, ese organismo tan democrático compuesta por 165 países de los cuales sólo 22 disfrutan de democracia plena, se refería a los jueces iraníes, venezolanos, etc, no a los españoles donde el 70% de los magistrados son mujeres."
"82";"Mujeres iraníes seguirán luchando a brazo partido ( o espalda agujereada) por sus derechos https://t.co/eczfPXRkY8"
"83";"En las violentas escenas se puede ver a mujeres siendo arrastradas por el suelo
https://t.co/Pml4I65ZWZ"
"84";"Captado en cámara: violento ataque de las fuerzas iraníes a mujeres que protestaban en tren subterráneo | Video https://t.co/MIrLf1Ab0Y"
"85";"@ElHuffPost Al parecer se dejado de hablar en los medios de la situación de las mujeres iraníes, no sea que la comparemos con la de las cataríes."
"86";"CNN | Captado en cámara: violento ataque de las fuerzas iraníes a mujeres que protestaban en tren subterráneo https://t.co/s91bfEzOeY https://t.co/OgiFVRoMnF"
"87";"@Andres21ad @El_etrusco20ad Existen comentarios tan pero tan estúpidos que dan rabia, el tuyo es uno de esos, te caracterizas por vomitar estupidez tras estupidez pero acá insultante la lucha y memoria de Miles de mujeres iraníes, eres un enfermo fanático, comparar chile con irán demuestra tu bajo nivel ."
"88";"Mi repudio al régimen iraní por condenas a muerte de ciudadanos iraníes y por asesinatos de mujeres. Solicito al mundo entero, tome medidas contra este régimen, por tiempo indeterminado."
"89";"@jmjoa013 @JuanManuelSalin @jualtorres Con razón cubren a sus mujeres de pies a cabezas mujeres hermosas en gral ( sirias, iraníes y libanesas)"
"90";"@Andres21ad Esto es una ofensa a las mujeres iraníes, ten un poco de vergüenza y borra esto."
"91";"Video de Policias iranìes disparando directamente a las mujeres en el vagon del metro. Asesinos. https://t.co/VbCj2Jbl8G"
"92";"Las protestas en Iran es muy similar a lo que pasó en octubre de 2019 en Chile. Las mujeres chilenas viven la misma opresión que las mujeres iranies, la derecha chilena es igual de opresora que los clerigos islamicos de Iran."
"93";"A votar por persona del año en TIME, y si les parece bien, elegir a las mujeres iranies que se juegan la vida protestando contra ese grupo de asesinos cleptocratas y terroristas que gobiernan Irán contra su pueblo.
https://t.co/VpzpD9bilB https://t.co/2wg7rnWvt2"
"94";"@Pachulitax @florenciarietto es por todo el pelo q se ""corto"" por las mujeres iranies"
"95";"<U+0001F1EB><U+0001F1F7> Presidente de Francia: El cambio que ocurrió en Irán <U+0001F1EE><U+0001F1F7> es la revolución de las mujeres y jóvenes iraníes que defienden los valores globales de igualdad de género. Debemos apreciar el coraje y la legitimidad de esta lucha."
"96";"Deben Atenderse los Reclamos de Libertad de las Mujeres Iraníes

#LaEraDigital #Mujer #QRoo #MantenteInformado
https://t.co/ErLVD3iQmQ"
"97";"Las fuerzas de seguridad iraníes <U+0001F1EE><U+0001F1F7> abrieron fuego contra las personas en una estación de metro en #Teherán y golpearon a las mujeres que no cubrían su cabello.
https://t.co/fVK7mkleSI https://t.co/WD3QcuS6uY https://t.co/iVgfkOTMNZ"
"98";"2. IRÁN: Macron recibe a mujeres iraníes para hablar de las protestas feministas
https://t.co/Orv1gXQ6m6"
"99";"<U+0001F5E3><U+FE0F>@JosepBorrellF: ""Aplaudimos la valentía de las mujeres iraníes, que siguen exigiendo el respeto de sus derechos fundamentales.

El Consejo ha adoptado nuevas medidas restrictivas contra los responsables, con una lista de 29 personas y tres entidades"". <U+2B07><U+FE0F><U+2B07><U+FE0F> https://t.co/a2DwoisKaN"
"100";"@guardiacivil Que rápido olvidan que #MahsaAmini fue asesinada por quienes OBLIGAN a las mujeres a ocultar su cabello y la lucha de las mujeres iraníes por su libertad y su vida, muy mal deberían retirar este tweet"
"101";"¿No deberían la @guardiacivil así como las demás fuerzas del estado luchar contra el machismo usando la religión como ""argumento"" que OBLIGEN a las mujeres a ocultar su cabello? ¿Acaso ya olvidamos a #MahsaAmini y la lucha de las mujeres iraníes @interiorgob ?
#mahsaami<U+0307>ni<U+0307> https://t.co/EIjct7duKn"
"102";"#Mundo | Dos meses después del comienzo de las protestas por el asesinato de Mahsa Amini en Irán, el presidente francés, Emmanuel Macron, recibió a cuatro mujeres activistas iraníes para dialogar sobre la revolución feminista que vive el país.

https://t.co/YNrg37ewNk"
"103";"Auténtica y valiente feminista. 
Las mujeres iraníes claman por libertad y aquí las “defensores de las mujeres” no se expresan.
Fuerzas @AlinejadMasih. https://t.co/cjV9nQ7Zlc"
"104";"...Y me enfada mucho, como si Occidente tuviera el monopolio de la libertad, y el ADN de las mujeres iraníes fuera de alguna manera diferente..."" (2/2)"
"105";"@SandraComunes la asesina debe estar aplaudiendo la masacre de mujeres Iraníes, la @CancilleriaCol y @petrogustavo el gobierno cómplice de barbaries pero la palabra vida y dignidad solo es verborrea populista para idiotas. https://t.co/i8fBYmOBM6"
"106";"Las mujeres iraníes hoy nos están dando una enorme lección al mundo y demostrando una verdadera lucha, un verdadero feminismo.
¡Qué fuerza!"
"107";"LA MUJER DE PEDRO SÁNCHEZ APOYA A LAS MUJERES IRANÍES CON UN ACTO SORPRE... https://t.co/6pG8FMPQMh vía @YouTube"
"108";"@portalmvd Agradecemos la postura de Mujeres In, Mujeres black y Mujeres out por defender a las mujeres iranies. Su protesta ha traspasado fronteras. O no???"
"109";"<U+0001F5E3><U+FE0F> “Saludamos la valentía de las mujeres iraníes, que continúan exigiendo el respeto básico de sus derechos fundamentales.

Hoy, el Consejo adoptó nuevas medidas restrictivas sobre los responsables, enlistando a 29 personas y tres entidades.” – @JosepBorrellF https://t.co/hqnf1KSRjG"
"110";"Amiga, si crees que cortándote el pelo y subiendo el video a las redes estás apoyando a las mujeres iraníes, déjame decirte que tu estupidez es la causa de tu soledad."
"111";"Las valientes mujeres iraníes siguen alzando sus banderas de LIBERTAD mientras El régimen iraní aprueba la pena de muerte a quienes protestan y a los casi 15mil detenidos de estos meses tras la muerte de #MashaAmani

El mundo entero debe rechazar este nuevo genocidio. https://t.co/koPlU58l2I"
"112";"Derechos en el mundo, en extinción:1) privacidad y la intimidad: adiós, los Estados Vigilan 2) libertad de expresión: reducido, censura previa o sanciones 3) salud: mejor rezar 4)libre tránsito: muy restringido 5) la protestas: mujeres iraníes. 6) inocencia: Todos son sospechosos"
"113";"Atentos @ONU_derechos Que hace #Iran como miembro de los Derechos de las Mujeres.? Nido de Criminales.!
Vivan las Mujeres #Iranies.
#IranianWomen #IranProtests2022 https://t.co/tK66KFEPgY"
"114";"@sandraborda Politóloga, enseña y recomienda usted diplomacia al ""ritmo"" de twitter  o  es solo una falsa solidaridad con el sufrimiento de las mujeres iraníes para hacer oposición  al Gobierno colombiano?"
"115";"@Pibe_Paliza Mujeres afganas cantan a las iraníes
https://t.co/eOrzBN8vNQ"
"116";"@avestruzeterea @jccruzr #FreewomenIran #BoicotQatar2022 , aunque sea 20 segundos, que sepan las mujeres iraníes que no están solas @ONUMujeres @CIJ_ICJ impidan las vejaciones en las que viven millones de mujeres y niñas en #Iran"
"117";"Che, y las chicas con pañuelitos verdes no marchan por las mujeres iraníes ?"
"118";"¿Cree que los bárbaros franceses que violaron a la esposa del comandante de los independentistas argelinos y le tomaron una foto están preocupados por la libertad de las mujeres iraníes?

El mundo es tan ridículo... https://t.co/6b0W9BDhQe"
"119";"@LatinMansion @sophie0885 Efectivamente no creo que sea irani porque ni en privado pueden tener piercing. Pero también estoy de acuerdo que el gesto y el apoyo a las mujeres iranies es muy valioso"
"120";"@malepichot Por eso mismo, es que deberíamos llenar las redes en apoyo a la lucha de las mujeres iranies, con sus fotos o textos, como ellas están pidiendo. Pero parece que a las feministas argentinas, les cuesta criticar a Irán."
"121";"@LatinMansion Perdonen si soy ácido,pero no hemos salído de esta pesadilla chavísta y vamos a ayudar a las mujeres iraníes a salir del yugo satánico del Islam que es peor?"
"122";"¿Que decir entaches de las mujeres iraníes cortándose el cabello? https://t.co/RHjvzxUkUf"
"123";"¿Ud. cree que los bárbaros franceses que violaron a la esposa del comandante de los independentistas argelinos para luego exponerla en una foto estén preocupados por la libertad de las mujeres iraníes? https://t.co/NETt6NerQn"
"124";"@Miss_Marga_ @republicamurcia Dile a esa chica que se libere, que aquí no somos como los iraníes que se puede quitar el velo. Muchas mujeres y hombres están dejando su sangre en Irán como para que venga una aquí con el velo puesto. Haz el favor, díselo, ayúdala"
"125";"@daniel_chacon10 y ojo: no es que uno por ejemplo no le precupe que tristemente los indices de vioencia aumenten o lo de Qatar, es que no sirve de nada la pose o dejar de verlo. 

Es como la ridiculez de cortarse un mechoncito en solidaridad con las mujeres iranies"
"126";"Para mujeres valientes, las iranies
Una joven iraní sin el velo obligatorio es reprimida por más de una docena de agentes de seguridad
Se escapa y continúa su protesta https://t.co/KvZsSBkvwx"
"127";"Situación en el mundo: Luego de que las mujeres iraníes decidieran quitarse el hiyab y romper los muros que dividían los hombres de las mujeres, ahora el gobierno ha tomado represalias decidiendo con mayoría de votos matar a quienes auspician el desorden, sin embargo"
"128";"Dos meses después del comienzo de las protestas por el asesinato de Mahsa Amini en Irán, el presidente francés, Emmanuel Macron, recibió a cuatro mujeres activistas iraníes para dialogar sobre la revolución feminista que vive el país.
https://t.co/GowWCRRowh"
"129";"@IreneMontero @PizarroMariaJo @AidaAvellaE Creo q no te han informado q en Irán,mujeres están siendo violadas,torturadas,asesinadas,pq están luchando x su libertad,tú q defiendes tanto mujer,piensas hacer algo?O es q esas mujeres iranies,como no votan,no te importan?Espero q en tu cabeza/corazón haya algo + q votos"
"130";"@IreneMontero @petrogustavo Y antes?Creo q no te han informado q en Irán,mujeres están siendo violadas,torturadas,asesinadas,pq están luchando x su libertad,tú q defiendes tanto mujer,piensas hacer algo?O es q esas mujeres iranies,como no votan,no te importan?Espero q en tu cabeza/corazón haya algo + q voto"
"131";"@IreneMontero @IgualdadGob @EIF2023 Y antes?Creo q no te han informado q en Irán,mujeres están siendo violadas,torturadas,asesinadas,pq están luchando x su libertad,tú q defiendes tanto mujer,piensas hacer algo?O es q esas mujeres iranies,como no votan,no te importan?Espero q en tu cabeza/corazón haya algo + q voto"
"132";"La prohibición no las detiene | Así se preparan miles de mujeres iraníes para el Mundial de Qatar
 https://t.co/Evq2ZwQ7yc"
"133";"@peterframpton fui la primera en poner la foto de MashaAtmini en mi perfil el problema cultural se ha convertido en politico sin olvidar que Iran ayudo a derribar a Isis en Irak Complejo pues la revolucion de las mujeres por Masha es solo de las mujeres iranies para que Isis no vuelva a Iran/k"
"134";"@SerranoIsmael Libertad Mujeres Iranies. Libertad"
"135";"Esta Canción se llama: Bayare, un canto dedicado a la libertad y a los derechos de las mujeres Iraníes, un canto digno de ser el himno de la revolución irani del 2022.
#ProtestasDeIran #IranProtests2022
#IranRevolution2022
#IranRevoIution
#Bayare #Iran
https://t.co/FzrhvDuDqg"
