"1";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"".  Por @RegiMarinL   https://t.co/wXVVxRqwUO" 
"2";"Las personas LGTBi deberán avisar de su orientación sexual al SEPE para ser prioritarias en las oficinas de empleo.  https://t.co/MvAuBoO9fx" 
"3";"La Ley de Empleo que está preparando el PSOE junto a Yolanda Díaz obligará a los LGBT a identificarse como tales para poder tener prioridad en el acceso a puestos de trabajo por delante de los ciudadanos no LGBT.   Dos despropósitos en uno. https://t.co/eoiFsp81tj" 
"4";"Los beneficios en el SEPE por ser del colectivo LGTBI https://t.co/C0feHDYk7N" 
"5";"@Stolaxx_ @IgualdadLGBT Aquí tienes uno de los privilegios, machote, o lo que seas https://t.co/ZXIRakXQas" 
"6";"@ZefierZ Anda cuñao infórmate mejor. https://t.co/AuhfpDvTcK" 
"7";"Esta semana el SEPE proponía que las personas del colectivo LGTBI se beneficien en los programas de búsqueda de empleo. Yo lo tengo fácil…  En Twitter, @Parruinalamia y @HUMORJMNIETO nos daban su visión del asunto.   Más info en https://t.co/hpt3pZDqeL  #7NNyv #CONTONI <U+0001F308><U+0001F914> https://t.co/eXVS7u1piy" 
"8";"Mientras que las organizaciones y asociaciones LGTBI principales aplauden la medida  personas que forman parte del colectivo lo critican de manera individual porque les parece ""absurdo"" tener que acreditarse como gay o lesbiana.  https://t.co/ArZF61MxjF" 
"9";"Que dentro de la vorágine de chifladuras del gobierno no pase desapercibido esto...  https://t.co/xERpqs9QEq vía @voz_populi" 
"10";"Mientras que las organizaciones y asociaciones LGTBI principales aplauden la medida, personas que forman parte del colectivo lo critican de manera individual porque les parece ""absurdo"" tener que acreditarse como gay o lesbiana  https://t.co/wXVVxRqwUO" 
"11";"@AlertaNews24 Me parece muy bien pero si los lgtbi tienen más prebendas por lo menos en España que los demás ciudadanos ha que estar con la igualdad no unos si y otro no que se lo digan al SEPE verdad?" 
"12";"Las personas LGTBi deberán avisar de su orientación sexual al SEPE para ser prioritarias en las oficinas de empleo… Ya sabéis, como no hay forma de probar tu orientación sexual, habrá que mentir." 
"13";"@jaabellan Te escucho todas las mañanas, a ver si desmientes ya lo que decías la semana pasada, de lo del SEPE y el colectivo lgtbi.....me parece triste que digas esas cosas por la radio...." 
"14";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"" https://t.co/IJLaoazcaj" 
"15";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"". @voz_populi   https://t.co/bXYxl1VFeL" 
"16";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"" https://t.co/Fm2cw4Xdwt a través de @voz_populi" 
"17";"<U+0001F3F3><U+FE0F><U+200D><U+0001F308> Nos preguntáis si las personas LGTBI deberán comunicar su orientación sexual al SEPE para ser “prioritarias” en las oficinas de empleo  https://t.co/YrQr2qGKBS" 
"18";"Los del LGTBI dicen que quieren la igualdad pero luego ven bien que los adelanten en las ofertas de empleo si se inscriben como gay y lesbianas en el SEPE... Qué cojones entendéis por igualdad? Y lo sabes!!!" 
"19";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"" https://t.co/RUIDdiHn1B a través de @voz_populi" 
"20";"Cisma en el colectivo LGTBI por la acreditación en el SEPE: ""No quiero tratos de favor"" https://t.co/dziPY78PNv" 
"21";"Noticias Rafapal, [19 de nov de 2022 a las 3:36 AM] https://t.co/eMlUghO8HZ Al politizar los derechos, se logran privilegios… https://t.co/nNI9pvghPr https://t.co/aMcvRLDQxP" 
"22";"@VirginiaMusk Que vaya al SEPE que diga que es del colectivo LGTBI y tiene prioridad para conseguir curro...." 
"23";"@OpinadorProfes4 @IgualdadLGBT Totalmente de acuerdo contigo. No todos los españoles tienen la suerte de ser homosexuales y que les den un trato especial en el SEPE. Otra medallita para el Ministerio de Desigual-dá. https://t.co/fbWJsMCTA7 https://t.co/8Pf3FgKYKS" 
"24";"El proyecto de Ley de Empleo y el ""trato prioritario"" a las personas LGTBIQ+ en la búsqueda de empleo ha sido objeto de bulos variados que han colado especialmente en los que tienen prejuicios sexistas.   https://t.co/c1x23uxU9b" 
"25";"Las personas LGTBi deberán avisar de su orientación sexual al SEPE para ser prioritarias en las oficinas de empleo.  Artículo 35 CE: Todos los españoles tienen el deber de trabajar ….. sin que en ningún caso pueda hacerse discriminación por razón de sexo. https://t.co/ApRUHh9u3O" 
"26";"@Macarena_Olona @frenteobreroesp Pobre muñeca rota, tener que recurrir a los bulos para llamar la atención. https://t.co/ef7bWG5uAG" 
"27";"En serio? Me parece tremendo este sectarismo. Cada uno se levanta y se acuesta con quién desee, pero esto ya es brutal. ""SEPE: Trabajo pedirá acreditar la condición de LGTBI para tener prioridad como colectivo vulnerable en el SEPE | Economía"" https://t.co/y5ynlxhJX7" 
"28";"Hasta ahora ponía mi granito de arena en el tema del medio ambiente, mis tareas en casa no las mejora nadie y me importaba una mierda lo que hacía cada cual con su culo. Faltaba la preferencia LGTBI en el SEPE. Este bombardeo climático, feminista y LGTBI, empieza a darme asquito." 
"29";"Lo ellos llaman ""democracia"", no es + q el disfraz de un régimen totalitario, y aunque ocurre en España, ya viene x nos. <U+0001F447> Las personas LGTBi deberán avisar de su orientación sexual al SEPE para ser prioritarias en las oficinas de empleo https://t.co/H6MBL67zvX vía @elespanolcom" 
"30";"#MalditaTeExplica  El proyecto de Ley de Empleo y el ""trato prioritario"" a las personas LGTBIQ+ en la búsqueda de empleo  https://t.co/pw4CUNK3wN" 
"31";"Ésto es la prioridad para ellos, no la falsedad que usaban al inicio, según decían, todo era a favor de las mujeres.  https://t.co/VhNuiZDfjB" 
"32";"Esto <U+2B07><U+FE0F> https://t.co/mFHaSvcZ0o" 
"33";"<U+203C><U+FE0F>CUIDADO, ese NO ES EL OBJETIVO. ABRIR LOS OJOS. NO DEJARSE ENGAÑAR  Las personas @LGTBIGob  deberán avisar de su orientación sexual al @empleo_SEPE   https://t.co/BLhxiFEIDC @sextaNoticias @informativost5 @noticias_cuatro @A3Noticias @InformativosTM @eslamananadeFJL" 
"34";"¿Quién me lo aclara? Según la C.E. no se puede “discriminar” a nadie por condiciones personales, lo que incluye la orientación sexual.. ¿pero si se puede beneficiar?¿No es que al beneficiar a unos discriminas a otros?<U+0001F914> Me pierdo en algo pero soy rubia<U+0001F926><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F62C> https://t.co/TphFvi5kiD" 
"35";"<U+203C><U+FE0F>CUIDADO, ese NO ES EL OBJETIVO. ABRIR LOS OJOS. NO DEJARSE ENGAÑAR  Las personas @LGTBIGob  deberán avisar de su orientación sexual al @empleo_SEPE   https://t.co/BLhxiFEIDC @sextaNoticias @informativost5 @noticias_cuatro @A3Noticias https://t.co/sycolS0fbf" 
"36";"<U+0001F449><U+0001F3FB>Nos preguntáis si las personas LGTBI deberán comunicar su orientación sexual al SEPE para ser “prioritarias” en las oficinas de empleo https://t.co/QHLoJzIQnv vía @Newtral" 
"37";"Personas LGTBI que busquen empleo no deben informar al SEPE - Newtral https://t.co/wIA1mchcPg" 
"38";"Las personas LGTBI podrán avisar al SEPE de su orientación sexual para buscar empleo ... - https://t.co/zs0ISntjYl #GoogleAlerts" 
"39";"@Fran_Guerrero82 Papá, como no eres funcionario, mejor intentar trabajar, pues si pasas 4 meses en casa seguro que te envían al SEPE y como no eres lgtbi no encontrarás trabajo." 
